nb7	tnw5_subseq_1	0
nb7	tnw5_subseq_2	0
nb7	tnw5_subseq_3	0
nb7	tnw5_subseq_4	0
nb7	tnw5_subseq_5	0
nb7	tnw5_subseq_6	0
nb7	tnw5_subseq_7	0
nb7	tnw5_subseq_8	0
nb7	tnw5_subseq_9	0
nb7	tnw5_subseq_10	0
nb7	tnw5_subseq_11	0
nb7	tnw5_subseq_12	0
nb7	tnw5_subseq_13	0
nb7	tnw5_subseq_14	0
nb7	tnw5_subseq_15	0
nb7	tnw5_subseq_16	0
nb7	tnw5_subseq_17	0
nb7	tnw5_subseq_18	0
nb7	tnw5_subseq_19	0
nb7	tnw5_subseq_20	0
nb7	tnw5_subseq_21	0
nb7	tnw5_subseq_22	0
nb7	tnw5_subseq_23	0
nb7	tnw5_subseq_24	0
nb7	tnw5_subseq_25	0
nb7	tnw5_subseq_26	0
nb7	tnw5_subseq_27	0
nb7	tnw5_subseq_28	0
nb7	tnw5_subseq_29	0
nb7	tnw5_subseq_30	0
nb7	tnw5_subseq_31	0
nb7	tnw5_subseq_32	0
nb7	tnw5_subseq_33	0
nb7	tnw5_subseq_34	0
nb7	tnw5_subseq_35	0
nb7	tnw5_subseq_36	0
nb7	tnw5_subseq_37	0
nb7	tnw5_subseq_38	0
nb7	tnw5_subseq_39	0
nb7	tnw5_subseq_40	0
nb7	tnw5_subseq_41	0
nb7	tnw5_subseq_42	0
nb7	tnw5_subseq_43	0
nb7	tnw5_subseq_44	0
nb7	tnw5_subseq_45	0
nb7	tnw5_subseq_46	0
nb7	tnw5_subseq_47	0
nb7	tnw5_subseq_48	0
nb7	tnw5_subseq_49	0
nb7	tnw5_subseq_50	0
nb7	tnw5_subseq_51	0
nb7	tnw5_subseq_52	0
nb7	tnw5_subseq_53	0
nb7	tnw5_subseq_54	0
nb7	tnw5_subseq_55	0
nb7	tnw5_subseq_56	0
nb7	tnw5_subseq_57	0
nb7	tnw5_subseq_58	0
nb7	tnw5_subseq_59	0
nb7	tnw5_subseq_60	0
nb7	tnw5_subseq_61	0
nb7	tnw5_subseq_62	0
nb7	tnw5_subseq_63	0
nb7	tnw5_subseq_64	0
nb7	tnw5_subseq_65	0
nb7	tnw5_subseq_66	0
nb7	tnw5_subseq_67	0
nb7	tnw5_subseq_68	0
nb7	tnw5_subseq_69	0
nb7	tnw5_subseq_70	0
nb7	tnw5_subseq_71	0
nb7	tnw5_subseq_72	0
nb7	tnw5_subseq_73	0
nb7	tnw5_subseq_74	0
nb7	tnw5_subseq_75	0
nb7	tnw5_subseq_76	0
nb7	tnw5_subseq_77	0
nb7	tnw5_subseq_78	0
nb7	tnw5_subseq_79	0
nb7	tnw5_subseq_80	0
nb7	tnw5_subseq_81	0
nb7	tnw5_subseq_82	0
nb7	tnw5_subseq_83	0
nb7	tnw5_subseq_84	0
nb7	tnw5_subseq_85	0
nb7	tnw5_subseq_86	0
nb7	tnw5_subseq_87	0
nb7	tnw5_subseq_88	0
nb7	tnw5_subseq_89	0
nb7	tnw5_subseq_90	0
nb7	tnw5_subseq_91	0
nb7	tnw5_subseq_92	0
nb7	tnw5_subseq_93	0
nb7	tnw5_subseq_94	0
nb7	tnw5_subseq_95	0
nb7	tnw5_subseq_96	0
nb7	tnw5_subseq_97	0
nb7	tnw5_subseq_98	0
nb7	tnw5_subseq_99	0
nb7	tnw5_subseq_100	0
nb7	tnw5_subseq_101	0
nb7	tnw5_subseq_102	0
nb7	tnw5_subseq_103	0
nb7	tnw5_subseq_104	0
nb7	tnw5_subseq_105	0
nb7	tnw5_subseq_106	0
nb7	tnw5_subseq_107	0
nb7	tnw5_subseq_108	0
nb7	tnw5_subseq_109	0
nb7	tnw5_subseq_110	0
nb7	tnw5_subseq_111	0
nb7	tnw5_subseq_112	0
nb7	tnw5_subseq_113	0
nb7	tnw5_subseq_114	0
nb7	tnw5_subseq_115	0
nb7	tnw5_subseq_116	0
nb7	tnw5_subseq_117	0
nb7	tnw5_subseq_118	0
nb7	tnw5_subseq_119	0
nb7	tnw5_subseq_120	0
nb7	tnw5_subseq_121	0
nb7	tnw5_subseq_122	0
nb7	tnw5_subseq_123	0
nb7	tnw5_subseq_124	0
nb7	tnw5_subseq_125	0
nb7	tnw5_subseq_126	0
nb7	tnw5_subseq_127	0
nb7	tnw5_subseq_128	0
nb7	tnw5_subseq_129	0
nb7	tnw5_subseq_130	0
nb7	tnw5_subseq_131	0
nb7	tnw5_subseq_132	0
nb7	tnw5_subseq_133	0
nb7	tnw5_subseq_134	0
nb7	tnw5_subseq_135	0
nb7	tnw5_subseq_136	0
